Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.454, 1.748, 0.295, 1.743, 0.754, 0.324, 4.328, 1.091, 2.883, 19.982, , , , 24.851, 58.453
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.457, 2.380, 0.272, 1.689, 0.752, 0.330, 4.356, 1.117, 2.901, 19.974, , , , 26.304, 60.532
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.447, 1.999, 0.285, 1.676, 0.758, 0.330, 4.337, 1.069, 2.933, 20.067, , , , 25.220, 59.121
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.502, 1.761, 0.269, 1.636, 0.769, 0.353, 4.329, 1.044, 2.934, 21.661, , , , 24.227, 59.485
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.454, 1.753, 0.283, 1.737, 0.755, 0.325, 4.404, 1.064, 2.942, 20.153, , , , 24.276, 58.146
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.330, 1.776, 0.303, 1.738, 0.762, 0.340, 4.464, 1.056, 2.898, 20.383, , , , 24.243, 59.293
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.607, 1.763, 0.294, 1.727, 0.812, 0.333, 4.444, 1.061, 2.991, 20.269, , , , 23.837, 58.138
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.459, 1.800, 0.283, 1.744, 0.778, 0.334, 4.410, 1.085, 2.934, 22.696, , , , 23.984, 60.507
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.668, 1.730, 0.329, 1.623, 0.737, 0.322, 4.272, 1.099, 2.848, 19.747, , , , 23.774, 57.149
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.200, 1.664, 0.259, 1.637, 0.675, 0.320, 4.286, 1.017, 2.827, 19.436, , , , 20.427, 53.748
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.535, 2.523, 0.413, 1.635, 0.677, 0.322, 4.259, 1.032, 2.839, 19.730, , , , 20.114, 54.079
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.494, 1.757, 0.319, 1.673, 0.675, 0.321, 4.265, 1.083, 2.819, 19.707, , , , 22.454, 55.567
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.556, 3.332, 0.265, 1.673, 0.721, 0.332, 4.344, 1.034, 2.898, 19.860, , , , 22.788, 57.803
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.549, 2.636, 0.286, 1.738, 0.686, 0.331, 4.258, 1.040, 2.899, 19.739, , , , 20.321, 54.483
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.435, 1.756, 0.302, 1.749, 0.685, 0.324, 4.301, 1.037, 2.895, 20.546, , , , 20.768, 54.798
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.472, 1.736, 0.264, 1.653, 0.680, 0.328, 4.267, 1.036, 2.855, 19.777, , , , 23.073, 56.141
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.561, 3.581, 0.323, 1.674, 0.678, 0.329, 4.238, 1.110, 2.845, 21.423, , , , 19.945, 56.707
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.449, 1.744, 0.288, 1.742, 0.681, 0.323, 4.291, 1.061, 2.904, 19.754, , , , 22.872, 56.109
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.464, 1.632, 0.260, 1.688, 0.685, 0.328, 4.270, 1.026, 2.856, 19.881, , , , 21.428, 54.518
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.446, 1.698, 0.307, 1.626, 0.684, 0.324, 4.206, 1.024, 2.823, 19.552, , , , 24.406, 57.096
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.551, 1.967, 0.260, 1.633, 0.687, 0.317, 4.240, 1.085, 2.848, 19.816, , , , 22.856, 56.260
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.684, 1.631, 0.256, 1.681, 0.662, 0.323, 4.169, 1.015, 2.838, 19.615, , , , 20.204, 53.078
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.473, 1.897, 0.263, 1.674, 0.673, 0.323, 4.284, 1.034, 2.879, 19.784, , , , 22.759, 56.043
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.588, 4.080, 0.389, 2.839, 1.348, 0.735, 4.442, 1.022, 2.800, 19.548, , , , 20.767, 58.558
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.414, 1.654, 0.260, 1.574, 0.735, 0.325, 4.150, 0.994, 2.849, 20.298, , , , 22.985, 56.238
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.455, 2.087, 0.292, 1.671, 0.759, 0.319, 4.371, 1.118, 2.967, 20.150, , , , 21.280, 55.469
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.521, 2.800, 0.448, 1.679, 0.758, 0.324, 4.291, 1.058, 2.899, 20.094, , , , 21.359, 56.231
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.461, 2.564, 0.285, 1.652, 0.782, 0.321, 4.319, 1.052, 2.910, 19.950, , , , 20.128, 54.424
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.400, 4.128, 0.291, 1.689, 0.736, 0.321, 4.286, 1.057, 2.913, 19.778, , , , 20.821, 56.420
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.614, 1.623, 0.285, 1.618, 0.796, 0.321, 4.335, 1.084, 2.897, 20.028, , , , 20.106, 54.707
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
2.003, 1.604, 0.278, 1.664, 0.809, 0.325, 4.335, 1.068, 2.940, 21.038, , , , 21.772, 57.836
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.505, 1.766, 0.288, 1.732, 0.761, 0.322, 4.381, 1.081, 2.954, 20.761, , , , 20.165, 54.716
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.519, 2.502, 0.286, 1.722, 0.762, 0.324, 4.410, 1.062, 2.962, 20.074, , , , 22.717, 57.340
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.439, 2.891, 0.286, 1.679, 0.827, 0.332, 4.372, 1.063, 2.960, 20.321, , , , 21.787, 56.957
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.437, 1.648, 0.265, 1.744, 0.766, 0.328, 4.324, 1.079, 2.923, 20.613, , , , 21.532, 55.659
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.459, 1.694, 0.286, 1.736, 0.773, 0.333, 4.424, 1.051, 2.970, 21.344, , , , 21.720, 56.790
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.497, 3.277, 0.286, 1.673, 0.764, 0.325, 4.403, 1.058, 2.930, 20.066, , , , 25.737, 61.016
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.939, 1.640, 0.283, 1.734, 0.760, 0.323, 4.432, 1.067, 2.970, 20.334, , , , 20.638, 55.120
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.527, 2.124, 0.283, 1.639, 0.763, 0.334, 4.341, 1.052, 2.907, 20.040, , , , 21.933, 55.943
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.643, 2.703, 0.304, 1.859, 0.848, 0.370, 5.081, 1.179, 3.380, 23.967, , , , 8.794, 49.128
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.535, 2.676, 0.413, 1.923, 0.856, 0.371, 5.067, 1.198, 3.345, 23.802, , , , 7.522, 47.708
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.705, 3.930, 0.331, 1.932, 0.849, 0.374, 5.025, 1.207, 3.247, 23.673, , , , 9.472, 50.745
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.644, 3.745, 0.325, 1.888, 0.865, 0.373, 5.049, 1.214, 3.305, 23.791, , , , 11.856, 53.055
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.678, 3.456, 0.312, 1.921, 0.880, 0.365, 4.951, 1.189, 3.261, 23.590, , , , 11.668, 52.271
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.649, 4.613, 0.336, 1.916, 0.902, 0.370, 5.057, 1.214, 3.291, 23.503, , , , 9.002, 50.853
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.571, 2.726, 0.302, 1.911, 0.866, 0.372, 5.071, 1.259, 3.242, 23.675, , , , 9.894, 49.889
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.599, 2.737, 0.332, 1.914, 0.888, 0.369, 4.970, 1.194, 3.230, 23.553, , , , 8.553, 48.339
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.595, 2.616, 0.306, 1.888, 0.847, 0.365, 4.990, 1.217, 3.279, 23.537, , , , 8.046, 47.686
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.712, 2.907, 0.320, 1.938, 0.862, 0.372, 5.048, 1.185, 3.258, 23.575, , , , 10.253, 50.430
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.694, 3.921, 0.341, 1.949, 0.913, 0.390, 5.121, 1.226, 3.347, 24.236, , , , 9.194, 51.332
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.601, 2.738, 0.341, 1.960, 0.866, 0.377, 5.070, 1.226, 3.298, 23.862, , , , 8.726, 49.065
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.481, 2.695, 0.298, 1.838, 0.829, 0.362, 4.927, 1.160, 3.246, 23.105, , , , 9.154, 48.095
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.293, 2.703, 0.309, 1.936, 0.861, 0.382, 5.045, 1.230, 3.287, 23.468, , , , 9.992, 50.506
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
2.035, 3.928, 0.485, 1.917, 0.839, 0.358, 5.055, 1.224, 3.292, 23.510, , , , 8.465, 51.108
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.622, 2.820, 0.347, 2.023, 0.975, 0.381, 5.221, 1.274, 3.323, 24.913, , , , 7.577, 49.476
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.887, 3.656, 0.343, 1.971, 1.011, 0.375, 5.180, 1.252, 3.344, 24.616, , , , 8.128, 51.763
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.495, 2.690, 0.321, 1.896, 1.003, 0.378, 5.061, 1.241, 3.243, 24.144, , , , 6.874, 47.346
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.820, 4.439, 0.534, 3.033, 0.997, 0.383, 5.191, 1.259, 3.299, 24.435, , , , 7.666, 52.056
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.542, 2.794, 0.326, 1.921, 0.961, 0.380, 5.132, 1.254, 3.291, 24.272, , , , 7.863, 48.736
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.744, 2.793, 0.315, 1.957, 0.956, 0.383, 5.065, 1.244, 3.264, 24.301, , , , 8.047, 49.069
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.506, 2.621, 0.399, 1.909, 0.966, 0.376, 5.063, 1.217, 3.247, 23.907, , , , 7.251, 47.462
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.686, 3.623, 0.325, 1.918, 1.010, 0.381, 5.097, 1.241, 3.353, 23.999, , , , 8.198, 49.831
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.651, 3.129, 1.677, 2.030, 0.994, 0.385, 5.181, 1.263, 3.311, 25.119, , , , 7.487, 51.227
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.910, 4.976, 0.556, 2.043, 0.979, 0.379, 5.261, 1.274, 3.303, 24.809, , , , 8.063, 52.553
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.881, 2.691, 0.317, 1.966, 0.968, 0.385, 5.134, 1.258, 3.343, 24.457, , , , 9.966, 52.366
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.720, 3.689, 0.336, 2.251, 0.997, 0.384, 5.092, 1.255, 3.285, 24.358, , , , 8.151, 50.518
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.544, 2.789, 0.374, 1.917, 0.952, 0.373, 5.099, 1.213, 3.249, 24.370, , , , 10.655, 51.535
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.534, 2.829, 0.376, 1.920, 0.954, 0.371, 5.140, 1.245, 3.271, 23.936, , , , 8.340, 48.916
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.575, 3.181, 0.342, 1.919, 0.952, 0.370, 5.093, 1.224, 3.276, 24.162, , , , 12.510, 53.604
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.610, 2.622, 0.299, 1.960, 0.930, 0.355, 4.963, 1.238, 3.280, 24.113, , , , 35.285, 75.655
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.809, 4.638, 0.380, 1.914, 0.910, 0.353, 5.000, 1.224, 3.275, 23.838, , , , 38.532, 80.873
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.798, 2.614, 0.319, 1.936, 0.931, 0.361, 4.873, 1.223, 3.246, 23.975, , , , 38.208, 78.484
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.684, 3.375, 0.291, 1.861, 0.923, 0.350, 4.852, 1.191, 3.219, 23.421, , , , 47.288, 87.455
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.538, 2.578, 0.368, 3.458, 0.955, 0.348, 4.907, 1.212, 3.172, 23.628, , , , 52.030, 93.194
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.662, 2.941, 0.291, 1.923, 0.994, 0.355, 4.971, 1.264, 3.192, 24.209, , , , 49.913, 90.715
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.648, 3.693, 0.294, 1.861, 0.906, 0.350, 4.780, 1.188, 3.182, 23.465, , , , 52.886, 93.253
